height,youtube,nationality,gender
174.2505756,1145892,SG,M
176.4735388,16277,SG,M
172.92569,61190,SG,M
176.5158123,8481,SG,M
172.9062176,2291,SG,M
166.1788579,564834,SG,M
182.7507024,0,SG,M
178.2576443,1,SG,M
173.5278241,0,SG,M
180.4832448,0,SG,M
181.1918802,0,SG,M
173.4423713,91193,SG,M
173.789107,71489,SG,M
167.3021667,197,SG,M
185.769452,0,SG,M
173.3611522,3121934,SG,M
176.0154768,33256,SG,M
166.7312089,5696,SG,M
169.6979013,4822,SG,M
178.8648835,1,SG,M
171.0255271,5733,SG,M
184.2977314,13991,SG,M
180.9042353,27978,SG,M
173.2273632,4684653,SG,M
166.0937323,8730,SG,M
169.5299477,19175,SG,M
176.7827807,3226,SG,M
173.0000247,486,SG,M
172.3620203,0,SG,M
175.2141189,222440,SG,M
163.1724803,226536,SG,M
172.6901305,0,SG,M
169.268096,791,SG,M
173.6624538,8638,SG,M
174.9204721,0,SG,M
179.1882189,0,SG,M
175.3394184,5613896,SG,M
169.9815838,782234,SG,M
167.3474622,5593,SG,M
177.9893533,15799322,SG,M
171.9695829,49614,SG,M
175.6652237,0,SG,M
176.4582865,0,SG,M
161.7412019,940,SG,M
176.4053282,16,SG,M
166.5646786,3651552,SG,M
165.7563809,12078820,SG,M
177.4551284,308,SG,M
172.4515965,0,SG,M
176.8473665,1277,SG,M
178.4480029,17,SG,M
180.9332915,1,SG,M
176.8845812,0,SG,M
167.904309,1,SG,M
177.017003,0,SG,M
178.1577271,6043883,SG,M
169.1609909,5891020,SG,M
174.5372748,8444796,SG,M
166.6258308,5102584,SG,M
181.9932487,46842,SG,M
172.6684067,0,SG,M
174.0453587,377923,SG,M
170.7079957,1941,SG,M
179.2417236,584162,SG,M
171.0706877,169327,SG,M
153.1011718,0,SG,M
175.8580245,0,SG,M
179.3971321,1238580,SG,M
178.2101248,9,SG,M
185.9132234,0,SG,M
172.7754283,39831,SG,M
176.3357191,89897,SG,M
180.610121,299,SG,M
180.4070108,29273,SG,M
180.9067223,14,SG,M
168.3380472,86438,SG,M
170.3760093,0,SG,M
174.8029131,33384,SG,M
176.1975888,234513,SG,M
168.6386218,0,SG,M
181.4535588,0,SG,M
173.6431297,10083003,SG,M
174.0376589,5641,SG,M
184.2272131,100,SG,M
168.5355218,77,SG,M
175.5669429,2446509,SG,M
178.0372639,37838,SG,M
179.2081128,12851,SG,M
174.616864,12482,SG,M
178.582245,253568,SG,M
173.838901,818,SG,M
160.4417313,7022745,SG,M
186.2132889,0,SG,M
171.9561085,836299,SG,M
169.4540821,14,SG,M
175.181009,627710,SG,M
179.8613168,6472575,SG,M
177.04492,3,SG,M
171.5841731,22214,SG,M
175.1948934,1718,SG,M
161.0446426,33706,SG,M
167.4681,2,SG,M
185.3738499,71585,SG,M
172.8739904,58,SG,M
169.1414735,2187037,SG,M
176.3306149,8650,SG,M
172.2496921,30203,SG,M
172.8872254,1510479,SG,M
174.9525033,2,SG,M
173.4804367,898795,SG,M
155.6992932,2,SG,M
170.6750126,0,SG,M
165.4509891,738,SG,M
173.6402559,14975,SG,M
184.0635014,128579,SG,M
174.4516717,48,SG,M
175.4265314,478316,SG,M
171.7753846,7,SG,M
180.6606072,89,SG,M
176.8756342,23,SG,M
169.9683482,9,SG,M
174.7450253,110266,SG,M
168.8764782,63,SG,M
176.1969819,0,SG,M
174.20527,46,SG,M
174.3884191,22135,SG,M
164.3320978,788,SG,M
162.0535826,110,SG,M
182.300415,292,SG,M
167.2427355,30768,SG,M
167.1009745,0,SG,M
185.379546,25742,SG,M
183.6989284,58938,SG,M
159.7334497,1545689,SG,M
178.1172407,1932,SG,M
167.4412282,1847,SG,M
191.7753701,7650264,SG,M
181.8535177,382,SG,M
172.9200322,0,SG,M
176.6678207,83,SG,M
172.1304385,0,SG,M
168.6170534,345,SG,M
165.4308982,110167,SG,M
168.6924454,982470,SG,M
163.1184851,21231283,SG,M
177.4285798,102066,SG,M
172.4044553,6057064,SG,M
177.4378654,5511,SG,M
166.058641,889993,SG,M
174.352146,107534,SG,M
172.1438675,4071,SG,M
182.1034299,975536,SG,M
169.5059122,7329441,SG,M
179.3113015,2664502,SG,M
170.429745,15891144,SG,M
182.7230356,7322645,SG,M
170.748057,3213,SG,M
178.638446,1,SG,M
165.9560297,14871,SG,M
174.8175717,2485869,SG,M
169.3185816,21,SG,M
175.228747,50069,SG,M
161.8983515,40994825,SG,M
181.7320282,0,SG,M
163.6404131,4384,SG,M
167.3965436,31067,SG,M
167.0504863,0,SG,M
178.6109227,323801,SG,M
177.4185855,11452836,SG,M
169.8467665,0,SG,M
176.3159407,877842,SG,M
165.9783694,3,SG,M
172.5819076,2663560,SG,M
171.1907763,10557674,SG,M
177.9132394,0,SG,M
175.1171696,2598680,SG,M
176.5479143,169371,SG,M
173.3725836,0,SG,M
187.1088019,1,SG,M
183.8998837,37809,SG,M
180.8811288,2709617,SG,M
175.5487071,5912,SG,M
164.062938,3863375,SG,M
183.7000494,12001,SG,M
178.3062895,0,SG,M
169.0167661,0,SG,M
172.1493162,27,SG,M
186.0355759,0,SG,M
180.7614098,38958,SG,M
178.8525493,2619,SG,M
178.1445186,4071824,SG,M
181.6044832,1,SG,M
168.974833,590929,SG,M
166.5619994,2812758,SG,M
167.6304056,2554576,SG,M
187.6864245,0,SG,M
165.7664735,418,SG,M
177.1890708,1,SG,M
174.8781914,246189,SG,M
168.5901835,34099,SG,M
166.4778878,232957,SG,M
181.6771731,0,SG,M
167.7646563,1993650,SG,M
176.4804565,0,SG,M
176.7009175,51,SG,M
169.7440075,1,SG,M
178.090704,35673783,SG,M
170.7320058,331,SG,M
172.2557706,3983172,SG,M
177.167511,219,SG,M
177.4697936,161,SG,M
170.3176711,0,SG,M
172.1805112,499383,SG,M
159.8923317,44,SG,M
178.1669763,170,SG,M
173.1545678,213,SG,M
172.9938551,0,SG,M
164.6929973,77137,SG,M
175.5086194,7061,SG,M
173.3366387,1376,SG,M
171.5120892,2987431,SG,M
177.9869602,689997,SG,M
177.0979459,615394,SG,M
171.6565593,11531,SG,M
178.9032726,1315,SG,M
166.8566188,1904,SG,M
180.040344,520974,SG,M
168.4998283,0,SG,M
176.0313113,1567851,SG,M
171.5417627,4130478,SG,M
167.3550428,0,SG,M
187.544319,0,SG,M
187.2138904,732,SG,M
185.2179618,7587,SG,M
172.8945511,2097,SG,M
159.6493062,669,SG,M
169.4899905,10,SG,M
171.5460688,2953665,SG,M
164.6547705,702193,SG,M
177.3227093,1297,SG,M
173.8102942,821,SG,M
173.2998834,4,SG,M
173.9645446,1713,SG,M
167.5400614,126,SG,M
168.5161443,3663,SG,M
181.695044,88,SG,M
184.2478633,55619,SG,M
178.9593097,661,SG,M
175.9713058,222627,SG,M
175.4464262,0,SG,M
165.7074112,10,SG,M
175.3869977,6823694,SG,M
176.8666131,71926,SG,M
165.7390758,4786,SG,M
183.7169675,0,SG,M
165.700628,4176001,SG,M
188.9098648,42,SG,M
173.5890176,0,SG,M
176.1731779,21371371,SG,M
174.3761005,2238838,SG,M
171.8496523,1917,SG,M
166.5081115,7073,SG,M
175.0266916,6838371,SG,M
187.03646,203,SG,M
170.8708966,48,SG,M
182.1976404,131,SG,M
177.6447072,355,SG,M
175.7738078,86852,SG,M
175.0400221,2021652,SG,M
172.3317991,1904,SG,M
166.8041055,9,SG,M
176.524572,76,SG,M
169.3835947,90394,SG,M
171.5509081,221761,SG,M
177.8064204,0,SG,M
169.576079,8842152,SG,M
181.4702713,53278,SG,M
166.5085159,21,SG,M
184.0176172,46982,SG,M
175.0329059,140553,SG,M
171.902345,14226593,SG,M
164.5835468,1387,SG,M
174.2123915,745,SG,M
173.1344301,0,SG,M
175.350752,1560152,SG,M
184.0820429,54753,SG,M
177.4225043,2,SG,M
169.3985153,1464158,SG,M
171.3178547,0,SG,M
180.7011062,1,SG,M
169.840683,415856,SG,M
167.8553798,7659,SG,M
180.2967446,3187174,SG,M
176.369771,28486786,SG,M
172.2846556,62752,SG,M
176.8442359,2157664,SG,M
180.56588,0,SG,M
174.5549624,17525843,SG,M
161.7836414,13225,SG,M
170.8368008,351818,SG,M
170.3965635,2,SG,M
178.414368,0,SG,M
171.1445767,7332404,SG,M
173.5708606,123363,SG,M
182.2190103,5417,SG,M
177.4065736,0,SG,M
169.1291442,540086,SG,M
176.8140256,2224719,SG,M
163.7671382,759,SG,M
175.4867237,0,SG,M
170.9939797,4448,SG,M
177.5165497,74,SG,M
167.305007,51237,SG,M
170.9184794,991217,SG,M
178.2017458,1679673,SG,M
166.1858146,863947,SG,M
164.7686903,78698,SG,M
185.6731021,73846,SG,M
176.2062717,13,SG,M
184.8893671,9311,SG,M
168.3543183,4761,SG,M
179.4615803,25839699,SG,M
178.3909931,2,SG,M
167.949188,0,SG,M
171.442208,8054,SG,M
174.8510237,3838099,SG,M
172.3718074,7318,SG,M
183.2605545,0,SG,M
168.3732201,162671,SG,M
163.8956978,77,SG,M
171.4479074,10079,SG,M
179.6726442,896689,SG,M
178.1260796,0,SG,M
170.4974975,343801,SG,M
165.6856147,9395650,SG,M
182.0160193,219011,SG,M
174.0436752,5,SG,M
169.9922776,6568403,SG,M
182.5784004,0,SG,M
171.0776984,0,SG,M
179.7804242,1826654,SG,M
177.5200803,232720,SG,M
169.9837401,11942781,SG,M
174.401545,3,SG,M
173.9509558,48050,SG,M
177.8744172,0,SG,M
161.8470207,761,SG,M
175.982173,0,SG,M
171.5110177,0,SG,M
175.5560823,0,SG,M
182.7670239,0,SG,M
181.9827477,7747,SG,M
180.6138497,15006,SG,M
175.5370505,0,SG,M
171.8219366,8185,SG,M
184.0955011,43771,SG,M
168.5686388,0,SG,M
174.9786807,484138,SG,M
164.4079111,8366961,SG,M
178.9679925,54972,SG,M
173.1449961,291831,SG,M
171.7843322,57670,SG,M
166.0464916,27380,SG,M
178.6322349,2580013,SG,M
180.5253694,327803,SG,M
164.6572307,0,SG,M
170.9707155,85,SG,M
180.0186785,5891,SG,M
166.6334329,0,SG,M
163.3438647,386624,SG,M
173.4515522,35950,SG,M
179.8813141,0,SG,M
175.2442072,12261,SG,M
180.4653544,680142,SG,M
178.6755207,2,SG,M
171.4542624,1149862,SG,M
174.6842686,54521,SG,M
169.771505,3349273,SG,M
175.3729632,87678,SG,M
167.1387138,0,SG,M
192.0691043,15,SG,M
178.9565888,206,SG,M
182.8965,1502,SG,M
166.2897605,3298,SG,M
175.1369277,0,SG,M
163.2116975,1283770,SG,M
166.0864058,0,SG,M
164.2607149,1251879,SG,M
166.8472919,1099457,SG,M
178.4796052,134942,SG,M
176.8204137,235379,SG,M
164.6163829,44,SG,M
174.890192,1218,SG,M
175.6856542,1199664,SG,M
177.7848591,1981,SG,M
177.8504207,122102,SG,M
169.771801,1,SG,M
169.0704221,5953543,SG,M
177.3292942,0,SG,M
171.3310165,215741,SG,M
158.3372019,725540,SG,M
176.0493245,1,SG,M
182.3596512,3388347,SG,M
176.4948477,25091,SG,M
177.5966135,524060,SG,M
164.7226766,614,SG,M
178.8532013,112607,SG,M
183.9576251,106082,SG,M
175.2289963,1158,SG,M
172.3387435,845,SG,M
173.1620954,2299,SG,M
169.3985276,661180,SG,M
175.6288595,3516174,SG,M
170.4524897,750636,SG,M
171.4066729,389952,SG,M
183.1945968,3010,SG,M
175.6996232,74741,SG,M
178.4942554,40984,SG,M
176.6689425,1557262,SG,M
171.2062585,208528,SG,M
163.6828281,29615,SG,M
178.1906562,44357,SG,M
173.9618502,79414,SG,M
185.5660305,25830,SG,M
166.693679,4585344,SG,M
183.5271563,855,SG,M
178.7420783,0,SG,M
167.5518018,0,SG,M
181.6834547,381,SG,M
174.5878119,151,SG,M
171.9814124,499345,SG,M
172.9427536,0,SG,M
165.8114137,360606,SG,M
172.1207002,14115,SG,M
163.9970117,15539,SG,M
164.874574,847,SG,M
169.3772254,276,SG,M
182.209235,29098,SG,M
176.4541124,0,SG,M
177.9092117,50425,SG,M
175.6476385,0,SG,M
165.6934595,0,SG,M
176.3747648,1602,SG,M
170.5788046,217180,SG,M
182.4514912,1131719,SG,M
172.6066858,10767,SG,M
179.589082,4179784,SG,M
176.3090234,1119104,SG,M
169.2792921,56635,SG,M
173.104448,1,SG,M
175.8167967,1,SG,M
165.0646964,766087,SG,M
173.8945791,676196,SG,M
176.7353794,2148157,SG,M
186.7206275,0,SG,M
182.1087853,0,SG,M
183.67577,128004,SG,M
175.3747474,0,SG,M
169.0311204,98,SG,M
174.6285964,159,SG,M
172.0249555,2620225,SG,M
178.3561477,8820693,SG,M
176.2088251,7,SG,M
182.6631109,9,SG,M
174.4669785,859,SG,M
171.5326656,58325,SG,M
182.5736294,548028,SG,M
176.8744429,0,SG,M
176.2869423,1902333,SG,M
164.7249106,0,SG,M
167.1621683,1,SG,M
177.2415311,612409,SG,M
167.4988295,973728,SG,M
169.7783883,267891,SG,M
177.6612211,0,SG,M
171.2524028,5872,SG,M
164.0245027,8661,SG,M
169.8041936,8405965,SG,M
173.4955849,0,SG,M
182.342832,1166816,SG,M
182.8284396,3933706,SG,M
170.3569556,22134,SG,M
177.027218,58305,SG,M
175.8283727,236,SG,M
176.7014932,0,SG,M
180.6229315,104346,SG,M
178.8265006,1,SG,M
167.0166744,66399,SG,M
170.9324718,293044,SG,M
164.4676952,332,SG,M
180.95759,720,SG,M
170.6199209,3,SG,M
171.0107007,0,SG,M
177.9274745,0,SG,M
175.0250742,6707,SG,M
178.3144141,3926363,SG,M
169.5505648,1551901,SG,M
184.694295,556253,SG,M
168.9526692,0,SG,M
173.7335516,7,SG,M
175.4547064,36,SG,M
174.3275644,0,SG,M
174.1288333,0,SG,M
172.0624127,0,SG,M
178.8076355,0,SG,M
176.4105742,26398,SG,M
156.534214,0,SG,M
179.862658,1498033,SG,M
179.7286564,268186,SG,M
177.2752648,22758,SG,M
169.3994228,1,SG,M
181.5335686,71,SG,M
182.0080848,5428,SG,M
183.2454209,6130877,SG,M
185.2028465,5292515,SG,M
173.1295272,239,SG,M
174.194165,0,SG,M
174.3309319,3764245,SG,M
173.6618323,977,SG,M
162.2336299,3551230,SG,M
177.0290341,400946,SG,M
182.139298,38,SG,M
176.5044039,316,SG,M
170.8220732,2195743,SG,M
177.027536,69796,SG,M
176.286008,0,SG,M
168.990806,0,SG,M
168.1637291,3823615,SG,M
177.7617781,1826,SG,M
173.8333742,22,SG,M
180.5121957,31398,SG,M
170.860315,2192,SG,M
174.0095506,55225,SG,M
175.6963865,547,SG,M
177.6178618,28364,SG,M
178.0772468,14321,SG,M
167.5510434,73646,SG,M
172.8540861,1411,SG,M
175.2160558,640,SG,M
172.39009,7,SG,M
167.1355857,0,SG,M
169.3622682,1,SG,M
181.9947175,1541,SG,M
178.9822244,22488,SG,M
178.4909552,1612,SG,M
167.3262888,3,SG,M
180.4017962,0,SG,M
174.8770618,1097946,SG,M
173.280172,0,SG,M
180.5636065,2109579,SG,M
165.8994966,1893190,SG,M
163.6430312,2593022,SG,M
178.2720849,4636989,SG,M
175.6204357,3383786,SG,M
169.9131927,6787340,SG,M
178.3768115,1887789,SG,M
173.4148801,0,SG,M
178.8281341,988663,SG,M
179.6774284,41,SG,M
170.6605965,155810,SG,M
162.8893511,2,SG,M
178.1019748,366521,SG,M
178.7967156,75158,SG,M
182.320507,18609631,SG,M
182.0427867,71,SG,M
165.4972475,197,SG,M
177.5329888,94303,SG,M
181.6575419,0,SG,M
170.6127656,0,SG,M
183.8472269,290016,SG,M
165.7232449,3,SG,M
171.6397909,324295,SG,M
170.0721585,0,SG,M
189.0173312,5914738,SG,M
179.4021133,10628708,SG,M
176.8608588,49139,SG,M
173.4802391,16030292,SG,M
176.3285171,2,SG,M
170.984554,2,SG,M
177.9278221,0,SG,M
191.4329332,179813,SG,M
167.8847773,1996,SG,M
173.1491776,598,SG,M
164.8540648,44580,SG,M
175.9766638,0,SG,M
172.8221272,3704,SG,M
172.3363198,371,SG,M
177.4041676,3633,SG,M
175.6605038,90915,SG,M
184.1076474,49682,SG,M
163.4253763,451996,SG,M
164.9009925,21,SG,M
173.5114131,31,SG,M
175.3941699,1734293,SG,M
175.4208022,7545,SG,M
178.4983104,207338,SG,M
178.3886547,0,SG,M
156.7946266,23898,SG,M
173.3674783,0,SG,M
178.7796665,0,SG,M
158.823836,0,SG,M
179.6990734,7562506,SG,M
173.9019324,696,SG,M
171.8209139,2,SG,M
181.4919212,13455,SG,M
174.4407171,319069,SG,M
168.0593605,133659,SG,M
174.8163742,294,SG,M
168.6655241,1456,SG,M
166.9711916,0,SG,M
170.2747182,1052005,SG,M
175.7183311,6602,SG,M
164.3457631,0,SG,M
180.2527736,14152,SG,M
177.6500727,16254,SG,M
179.4970282,3,SG,M
177.7444677,19491,SG,M
163.0887489,243,SG,M
178.4313373,0,SG,M
182.5572123,450753,SG,M
166.8740679,9986,SG,M
168.0257546,100090,SG,M
179.1940014,3626774,SG,M
176.5341602,5147918,SG,M
174.2545095,0,SG,M
175.0818954,351,SG,M
182.1859485,518883,SG,M
165.5720094,42402,SG,M
170.7183851,20488,SG,M
171.0433914,311,SG,M
173.0274869,944339,SG,M
168.3175701,95694,SG,M
183.1043678,0,SG,M
178.7747538,10005565,SG,M
171.4956462,52,SG,M
170.9850668,12,SG,M
179.1877988,4547,SG,M
176.7919437,0,SG,M
187.7375417,0,SG,M
169.5630462,0,SG,M
174.9757692,38195,SG,M
175.8150228,30454,SG,M
182.2687488,547983,SG,M
165.3098114,6,SG,M
169.843388,1592094,SG,M
184.4840646,32,SG,M
177.6529796,63718,SG,M
169.7031145,12,SG,M
180.1338698,121495,SG,M
180.780148,1,SG,M
172.849167,8091181,SG,M
174.8514479,0,SG,M
184.7168882,23,SG,M
173.8309599,28,SG,M
167.2775799,1220,SG,M
173.3591842,127667,SG,M
174.0617668,31615,SG,M
176.6221829,416750,SG,M
172.7128194,9904,SG,M
165.2569958,6594,SG,M
165.5428,7652937,SG,M
170.9459133,0,SG,M
174.9159042,9910540,SG,M
175.0261977,0,SG,M
184.4199299,2730284,SG,M
172.1408551,0,SG,M
160.9410594,12169162,SG,M
162.9531667,1483,SG,M
171.7113257,2040640,SG,M
161.9724704,0,SG,M
179.1809759,11,SG,M
178.9598023,0,SG,M
175.0405654,9806,SG,M
182.101643,0,SG,M
173.3058714,140401,SG,M
174.8240484,1536595,SG,M
166.9945923,7265132,SG,M
186.2919414,0,SG,M
173.6867689,18257948,SG,M
173.1310519,0,SG,M
173.0517929,17,SG,M
167.6258405,7993,SG,M
165.7909279,204,SG,M
172.4998387,7705109,SG,M
169.3091692,1484,SG,M
166.0721327,318506,SG,M
172.3008868,6703,SG,M
167.0914928,1019592,SG,M
169.4013948,12495,SG,M
165.598811,0,SG,M
162.3389265,0,SG,M
170.5035586,0,SG,M
164.197118,0,SG,M
178.5011991,6,SG,M
176.3650218,445,SG,M
174.7377957,522,SG,M
168.8814264,789718,SG,M
171.1305496,0,SG,M
174.9944167,434,SG,M
174.0142451,5373154,SG,M
175.9543197,0,SG,M
168.8936721,2,SG,M
180.944354,0,SG,M
183.0559824,273,SG,M
172.6835474,15220,SG,M
174.9704315,536578,SG,M
176.9841194,0,SG,M
170.4169075,0,SG,M
165.3623575,17,SG,M
172.8366762,11546,SG,M
173.2751419,217511,SG,M
167.4941179,860,SG,M
168.4118468,0,SG,M
169.3147598,2837170,SG,M
168.4360246,449,SG,M
178.8421829,2088856,SG,M
166.1900811,52782,SG,M
172.4269082,173631,SG,M
180.9394888,3114299,SG,M
170.6670775,3526568,SG,M
166.6697598,807902,SG,M
165.2312254,55,SG,M
173.3098625,2,SG,M
191.6398704,6614,SG,M
169.5869738,0,SG,M
179.5815944,331863,SG,M
179.2011491,0,SG,M
173.5853987,6125,SG,M
171.8453499,1387985,SG,M
172.0327734,0,SG,M
178.8642304,261067,SG,M
168.5652763,280545,SG,M
173.7694307,18,SG,M
174.5610112,106578,SG,M
174.0178206,22811,SG,M
170.6501784,8,SG,M
175.9769295,89340,SG,M
181.4460952,168685,SG,M
176.1813178,901734,SG,M
170.2929024,2,SG,M
180.4699361,122609,SG,M
178.8647874,445347,SG,M
163.0871694,4819534,SG,M
171.7275013,0,SG,M
178.7523398,2199185,SG,M
166.9003838,1501546,SG,M
174.3442817,82537,SG,M
173.1920233,2035080,SG,M
163.2441493,39,SG,M
182.4756076,225187,SG,M
175.8555763,0,SG,M
176.0434331,7342355,SG,M
173.1809379,1423,SG,M
188.8705888,307,SG,M
176.1518363,0,SG,M
176.0848547,1783,SG,M
177.4864405,445988,SG,M
179.552039,1374443,SG,M
166.0844597,68258,SG,M
177.1884769,3398755,SG,M
172.6971816,0,SG,M
176.679702,1122963,SG,M
176.7505079,113,SG,M
174.1124085,1400,SG,M
163.1583488,170461,SG,M
174.4290473,19359,SG,M
172.3844381,265143,SG,M
178.3827139,2084162,SG,M
174.4228603,2698176,SG,M
173.457579,1837335,SG,M
172.8483297,9009,SG,M
176.251501,1030609,SG,M
166.7127845,247917,SG,M
181.887332,272578,SG,M
159.5718329,0,SG,M
174.7851701,16337,SG,M
174.9034617,1595804,SG,M
169.826233,5328,SG,M
169.8119172,0,SG,M
159.5607793,0,SG,M
184.7325242,0,SG,M
164.512714,42,SG,M
176.3194866,2722413,SG,M
175.5808005,13469,SG,M
170.0842953,0,SG,M
180.0618409,72,SG,M
162.2569321,1,SG,M
176.7054346,56,SG,M
178.0135352,43,SG,M
174.7250308,16793082,SG,M
176.7877351,14720,SG,M
171.7242723,0,SG,M
182.4545406,4525,SG,M
175.5181082,222071,SG,M
173.9355283,233,SG,M
177.3643423,6845872,SG,M
176.9130627,95240,SG,M
169.8398332,727135,SG,M
175.6102192,5237814,SG,M
166.3405323,350416,SG,M
172.9955158,0,SG,M
173.0472222,284,SG,M
167.4166113,1896632,SG,M
166.7746223,933136,SG,M
177.4336111,21,SG,M
173.547382,147,SG,M
162.9228037,0,SG,M
169.684023,1583495,SG,M
173.9699925,2862678,SG,M
173.2156117,961180,SG,M
186.0630005,0,SG,M
175.3554571,0,SG,M
179.0515535,13332032,SG,M
177.4561328,72678,SG,M
167.2457327,1,SG,M
174.2145592,1822237,SG,M
169.5628826,52340,SG,M
169.0559386,2606002,SG,M
172.9570042,23449549,SG,M
176.2458423,355399,SG,M
165.1908824,83158,SG,M
181.5045978,0,SG,M
171.2191321,0,SG,M
168.162156,333425,SG,M
176.2472968,0,SG,M
169.2213704,6247,SG,M
169.9424484,0,SG,M
167.6383078,785220,SG,M
170.6323098,13382089,SG,M
170.3882422,97932,SG,M
163.6189822,0,SG,M
168.1282412,227295,SG,M
170.4395738,8362,SG,M
174.9516388,0,SG,M
176.3414034,2407042,SG,M
168.9259733,62,SG,M
176.1635144,0,SG,M
166.9409363,0,SG,M
168.6283894,2689949,SG,M
184.9463774,43067,SG,M
169.7262876,2438,SG,M
170.3209744,1509,SG,M
169.7210195,455047,SG,M
177.6488545,0,SG,M
160.8659312,1953,SG,M
172.6499429,9890,SG,M
178.4824733,147,SG,M
164.9221098,56,SG,M
174.5391356,8218474,SG,M
176.7057592,26,SG,M
178.2741648,0,SG,M
175.0933917,0,SG,M
176.0476087,79,SG,M
165.9737116,599,SG,M
160.9462424,0,SG,M
169.7202539,2313641,SG,M
162.7098286,1261294,SG,M
166.8246305,1609709,SG,M
159.9619003,409393,SG,M
168.6269592,508,SG,M
178.8684967,4722279,SG,M
177.8443729,37884,SG,M
180.0930723,28515,SG,M
172.8918145,0,SG,M
170.6538333,40,SG,M
176.2616385,0,SG,M
173.4479722,13135,SG,M
183.8728465,13,SG,M
182.2689088,39,SG,M
179.0818841,69,SG,M
170.4247602,0,SG,M
174.3487683,10384,SG,M
173.5588449,468883,SG,M
172.1306753,2727,SG,M
169.9786733,0,SG,M
172.6357,81,SG,M
165.9716647,73005,SG,M
178.5712124,4861673,SG,M
186.1703451,4376496,SG,M
166.5755986,150172,SG,M
169.769665,102755,SG,M
181.1211996,18186,SG,M
180.8278129,66865,SG,M
180.4771986,39084,SG,M
177.4330189,0,SG,M
179.9336462,1921373,SG,M
165.2018656,1,SG,M
173.0688603,11,SG,M
178.9619819,90520,SG,M
178.3142022,21352,SG,M
173.1029409,64056,SG,M
172.7290596,4,SG,M
174.4550573,864693,SG,M
165.2855667,99102,SG,M
173.3871596,56,SG,M
177.3957171,16,SG,M
172.7302904,0,SG,M
184.8302601,14779,SG,M
175.6643039,7467686,SG,M
168.658564,160101,SG,M
170.8966897,2923864,SG,M
174.4350786,0,SG,M
173.2955947,1296346,SG,M
167.2154025,218,SG,M
172.2248309,417,SG,M
174.0479217,0,SG,M
164.9947108,11086905,SG,M
160.5585609,0,SG,M
174.3255044,30259,SG,M
176.0318035,1389675,SG,M
176.9765353,0,SG,M
179.302153,30851,SG,M
174.2341988,2245,SG,M
175.2197026,0,SG,M
172.7463895,6059451,SG,M
166.9477342,26602,SG,M
177.5844987,13790,SG,M
180.9072029,8,SG,M
168.3815089,1025972,SG,M
182.8236584,2915,SG,M
173.9311175,1,SG,M
170.0671979,93,SG,M
163.1624266,8415,SG,M
176.7742755,0,SG,M
174.3015417,2184086,SG,M
177.255678,1293,SG,M
182.9282581,0,SG,M
172.3851305,1863,SG,M
182.6410812,687116,SG,M
173.288606,3185905,SG,M
168.0119907,475405,SG,M
174.8561421,6295,SG,M
170.9747147,4796,SG,M
172.7792051,12,SG,M
170.1378216,88,SG,M
169.6496958,0,SG,M
174.5658485,35,SG,M
176.5386343,388379,SG,M
162.9927978,3311365,SG,M
172.4930429,3545938,SG,M
161.3721593,14,SG,M
166.1611557,768,SG,M
177.8479089,2047,SG,M
168.432524,24,SG,M
159.92684,1718148,SG,M
165.2803887,7,SG,M
179.1801477,0,SG,M
173.1941625,1158,SG,M
186.6790217,16756,SG,M
168.6129609,0,SG,M
185.5211505,294052,SG,M
176.196099,0,SG,M
177.5627951,412492,SG,M
170.7764267,0,SG,M
176.2112041,1528373,SG,M
183.188051,23214839,SG,M
172.9124658,1542854,SG,M
180.3924035,0,SG,M
164.7267361,161864,SG,M
181.9810455,1113337,SG,M
177.9312815,7,SG,M
177.6231779,349,SG,M
170.873907,747553,SG,M
184.2543697,123,SG,M
174.7479463,20,SG,M
167.6872913,10066,SG,M
176.1120467,0,SG,M
169.0504001,0,SG,M
173.3259799,31122,SG,M
168.9056944,541709,SG,M
172.029266,17487,SG,M
185.9602838,554604,SG,M
188.0752658,14343690,SG,M
169.2127636,0,SG,M
178.4448912,19988229,SG,M
175.0448209,120226,SG,M
170.6497912,0,SG,M
177.0744207,0,SG,M
184.0376201,2892486,SG,M
179.3604847,2568,SG,M
159.8817111,360,SG,M
167.1256224,0,SG,M
174.6881034,12,SG,M
163.4142919,664,SG,M
165.66327,6978,SG,M
172.7040813,4958295,SG,M
174.9459367,1554929,SG,M
177.7044031,33898,SG,M
167.9989757,1827597,SG,M
168.1853404,0,SG,M
180.8785331,25448,SG,M
177.9491426,2636487,SG,M
171.9987947,420430,SG,M
169.2555073,0,SG,M
183.0752529,1082591,SG,M
170.7616408,76,SG,M
169.255235,31820645,SG,M
175.7058153,37649,SG,M
173.7705564,325098,SG,M
180.2063768,734996,SG,M
173.0345671,7456,SG,M
171.7514449,163428,SG,M
177.8554353,436,SG,M
161.8288871,0,SG,M
171.8331093,0,SG,M
179.4581358,0,SG,M
164.8078549,2622,SG,M
180.9448083,2543854,SG,M
161.6927168,845854,SG,M
187.2419242,228706,SG,M
169.5812115,6249,SG,M
180.2520777,283093,SG,M
170.0634669,193,SG,M
178.3577774,16516,SG,M
158.9540567,37052,SG,M
174.7016249,54999,SG,M
174.2134249,0,SG,M
174.4723168,226655,SG,M
168.569046,515386,SG,M
178.4593714,428212,SG,M
180.7405276,409,SG,M
179.0771744,1148114,SG,M
